name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Hyundai NEW SANTRO,Hyundai,New Santro,New Delhi,2018,Petrol,27933,1,Manual,Hatchback,Hi-Gurgaon New,False,Delhi,Delhi,13898,-14900,509899,https://www.cars24.com/buy-used-hyundai-new-santro-2018-cars-new-delhi-10105177778,2022-11-09
Hyundai VENUE,Hyundai,Venue,Bangalore,2019,Petrol,23510,1,Automatic,SUV,Hi-North 1 Bengaluru,False,Bengaluru,Karnataka,12542,-21900,1241399,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-bangalore-10213477774,2022-10-29
Hyundai NEW SANTRO,Hyundai,New Santro,Kolkata,2019,Petrol,20629,2,Manual,Hatchback,Hi-South Kolkata,False,Burdwan,West Bengal,13898,55600,443299,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-kolkata-11986595773,2022-06-19
Maruti Ciaz,Maruti,Ciaz,New Delhi,2020,Petrol,18634,1,Manual,Sedan,New Delhi-Pns,False,Tohana,Haryana,9688,46900,1022699,https://www.cars24.com/buy-used-maruti-ciaz-2020-cars-new-delhi-10049277714,2022-11-03
Ford Ecosport,Ford,Ecosport,Pune,2019,Petrol,13713,1,Automatic,SUV,Hi-Pune,False,Pune,Maharashtra,9688,67100,1093798,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-pune-10669872711,2022-11-06
Hyundai NEW SANTRO,Hyundai,New Santro,New Delhi,2019,Petrol,41584,1,Manual,Hatchback,New Delhi-Pns,False,New Delhi,Delhi,13898,23500,487599,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-new-delhi-10006294759,2022-07-10
Hyundai Elite i20,Hyundai,Elite I20,Chennai,2019,Petrol,38670,2,Manual,Hatchback,Hi-Chennai South,False,Chennai,Tamil Nadu,9688,55500,724999,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-chennai-11320693709,2022-09-23
Maruti Ciaz,Maruti,Ciaz,Hyderabad,2017,Petrol,36667,1,Automatic,Sedan,Hi-West Hyd,False,Hyderabad,Telangana,9688,0,850499,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-hyderabad-10434170796,2022-11-05
Honda Amaze,Honda,Amaze,Ahmedabad,2018,Petrol,13408,1,Automatic,Sedan,Ahmedabad-Pns,False,Vadodara,Gujarat,13898,0,731399,https://www.cars24.com/buy-used-honda-amaze-2018-cars-ahmedabad-11422573718,2022-11-23
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2019,Petrol,32580,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,13898,17000,582099,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-hyderabad-10413499735,2022-08-15
Maruti New  Wagon-R,Maruti,New  Wagon-R,Mumbai,2021,Petrol,3955,2,Manual,Hatchback,Hi-Worli,False,Mumbai,Maharashtra,9688,42500,639099,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-mumbai-10342898701,2022-09-19
Hyundai NEW SANTRO,Hyundai,New Santro,Mumbai,2019,Petrol + Cng,19020,1,,,Hi-West Mumbai,False,Mira Road,Maharashtra,13898,76900,554299,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-mumbai-10306395700,2022-09-25
Renault TRIBER,Renault,Triber,Chennai,2020,Petrol,6670,1,Manual,SUV,Hi-Chennai,False,Chennai,Tamil Nadu,9688,0,702599,https://www.cars24.com/buy-used-renault-triber-2020-cars-chennai-11326479772,2022-11-16
Tata Tiago,Tata,Tiago,New Delhi,2022,Petrol + Cng,12669,1,,,Hi-South Ex,False,Delhi,Delhi,12188,9400,810199,https://www.cars24.com/buy-used-tata-tiago-2022-cars-new-delhi-10091079772,2022-11-12
Skoda SLAVIA,Skoda,Slavia,Chennai,2022,Petrol,6098,1,,,Hi-Chennai,False,Chennai,Tamil Nadu,9688,75700,1771699,https://www.cars24.com/buy-used-skoda-slavia-2022-cars-chennai-11355272795,2022-10-15
Tata ALTROZ,Tata,Altroz,Chennai,2022,Petrol,2853,1,,,Hi-Chennai,False,Chennai,Tamil Nadu,9688,11000,951999,https://www.cars24.com/buy-used-tata-altroz-2022-cars-chennai-11339571796,2022-10-16
KIA SONET,Kia,Sonet,Mumbai,2020,Petrol,11846,1,,,Hi-Thane West - Manpada,False,Amravati,Maharashtra,12542,79000,1327699,https://www.cars24.com/buy-used-kia-sonet-2020-cars-mumbai-10383170797,2022-10-21
Maruti Alto K10,Maruti,Alto K10,Gurgaon,2017,Petrol,44907,2,Manual,Hatchback,Hi-Gurgaon New,False,New Delhi,Delhi,9688,5000,344699,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-gurgaon-10103578770,2022-10-24
Honda Jazz,Honda,Jazz,Kolkata,2018,Petrol,34640,1,Manual,Hatchback,Hi-Central Kolkata,False,Kolkata,West Bengal,13898,51600,565399,https://www.cars24.com/buy-used-honda-jazz-2018-cars-kolkata-11929194722,2022-08-19
Hyundai VENUE,Hyundai,Venue,Gurgaon,2020,Petrol,25071,2,Manual,SUV,Hi-Uttam Nagar Delhi,False,Bahadurgarh,Haryana,9688,9800,996899,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-gurgaon-10047479717,2022-11-01
Hyundai NEW SANTRO,Hyundai,New Santro,Hyderabad,2019,Petrol,25918,1,Automatic,Hatchback,Hi-West Hyd,False,Hyderabad,Telangana,13898,0,591499,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-hyderabad-10464670795,2022-10-21
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2017,Petrol + Cng,72638,1,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,9688,5000,479299,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-pune-10666075771,2022-11-08
Honda Jazz,Honda,Jazz,Hyderabad,2018,Petrol,28010,1,Manual,Hatchback,Hi-South Hyd,False,Hyderabad,Telangana,13898,-5200,734299,https://www.cars24.com/buy-used-honda-jazz-2018-cars-hyderabad-10481372719,2022-11-12
Tata NEXON,Tata,Nexon,Bangalore,2018,Petrol,16894,1,Automatic,SUV,Bengaluru-Pns,False,Bengaluru,Karnataka,13898,-17800,1065499,https://www.cars24.com/buy-used-tata-nexon-2018-cars-bangalore-10254372798,2022-10-21
Maruti Baleno,Maruti,Baleno,Jaipur,2018,Petrol,90338,1,Manual,Hatchback,Hi-Jhotwara,False,Kota,Rajasthan,13898,5000,631599,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-jaipur-10739394704,2022-09-19
Jeep Compass,Jeep,Compass,Mumbai,2017,Diesel,59938,1,Manual,Luxury SUV,Hi-Ucd Mumbai,False,Mumbai,Maharashtra,19407,149900,1238299,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-10327998746,2022-10-06
Hyundai Elite i20,Hyundai,Elite I20,Chennai,2017,Petrol,49509,1,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,13898,-21000,626999,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-chennai-11337075710,2022-11-18
Maruti Baleno,Maruti,Baleno,New Delhi,2020,Petrol,30874,1,Manual,Hatchback,Hi-East Delhi,False,New Delhi,Delhi,13898,13500,683499,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-new-delhi-10013970791,2022-10-29
Maruti Alto 800,Maruti,Alto 800,Rohtak,2019,Petrol,14103,1,Manual,Hatchback,New Delhi-Pns,False,Faridabad,Haryana,12542,0,340699,https://www.cars24.com/buy-used-maruti-alto-800-2019-cars-rohtak-10061496744,2022-09-21
Maruti Swift,Maruti,Swift,Kolkata,2019,Petrol,46282,2,Manual,Hatchback,Hi-Hooghly,False,Midnapore,West Bengal,13898,46300,560699,https://www.cars24.com/buy-used-maruti-swift-2019-cars-kolkata-21102993710,2022-06-26
Hyundai Creta,Hyundai,Creta,Chennai,2019,Diesel,60517,1,Manual,SUV,Hi-Chennai,False,Chennai,Tamil Nadu,9688,112500,1254699,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-chennai-11381475793,2022-10-28
Renault TRIBER,Renault,Triber,Chennai,2019,Petrol,22149,1,Manual,SUV,Hi-Chennai,False,Chennai,Tamil Nadu,12542,25800,682899,https://www.cars24.com/buy-used-renault-triber-2019-cars-chennai-11354575773,2022-11-05
KIA SELTOS,Kia,Seltos,Bangalore,2019,Petrol,19414,1,Automatic,SUV,Bengaluru-Pns,False,Bengaluru,Karnataka,13898,56250,1838349,https://www.cars24.com/buy-used-kia-seltos-2019-cars-bangalore-10225975778,2022-10-27
Maruti Ciaz,Maruti,Ciaz,Gurgaon,2019,Petrol,29458,1,Manual,Sedan,Hi-Gurgaon New,False,Goutam  Budd  Nagar,Uttar Pradesh,13898,-39700,848999,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-gurgaon-10100376796,2022-11-03
Maruti S PRESSO,Maruti,S Presso,Hyderabad,2021,Petrol,25758,1,Manual,Hatchback,Hi-Central Hyd,False,Hyderabad,Telangana,12542,14700,478299,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-hyderabad-10409679776,2022-10-22
Maruti S PRESSO,Maruti,S Presso,Surat,2019,Petrol,22072,1,Manual,Hatchback,Hi-Adajan,False,Bardoli,Gujarat,12542,5000,461399,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-surat-13589398753,2022-07-23
Jeep Compass,Jeep,Compass,Mumbai,2018,Diesel,72621,1,Manual,Luxury SUV,Hi-Thane West - Manpada,False,Pune,Maharashtra,9688,0,1251199,https://www.cars24.com/buy-used-jeep-compass-2018-cars-mumbai-10366797763,2022-11-10
Mahindra XUV 3OO,Mahindra,Xuv 3Oo,Mumbai,2021,Diesel,29546,1,Automatic,SUV,Hi-Thane West - Manpada,False,Mumbai East,Maharashtra,9688,37500,1473299,https://www.cars24.com/buy-used-mahindra-xuv-3oo-2021-cars-mumbai-10302475772,2022-11-09
Maruti New  Wagon-R,Maruti,New  Wagon-R,New Delhi,2021,Petrol + Cng,4970,1,Manual,Hatchback,New Delhi-Pns,False,Gurgaon,Haryana,9688,21200,683899,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-new-delhi-10073076772,2022-10-25
Maruti Alto K10,Maruti,Alto K10,Hyderabad,2018,Petrol,33642,1,Manual,Hatchback,Hi-West 2 Hyd,False,Hyderabad,Telangana,12542,20400,380499,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-hyderabad-10450776797,2022-10-21
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2017,Petrol,37199,1,Automatic,Hatchback,New Delhi-Pns,False,Gurgaon,Haryana,13898,0,567499,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-new-delhi-10041579711,2022-11-22
Hyundai NEW I20,Hyundai,New I20,Indore,2021,Petrol,8456,1,,,Hi-Bhopal,False,Bhopal,Madhya Pradesh,9688,13900,852499,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-indore-14641295765,2022-09-23
Maruti Baleno,Maruti,Baleno,Jaipur,2022,Petrol,3444,1,,,Hi-Old City Jaipur,False,Jaipur,Rajasthan,9688,61000,992999,https://www.cars24.com/buy-used-maruti-baleno-2022-cars-jaipur-10717679711,2022-11-15
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,Chennai,2020,Petrol,37541,1,Automatic,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,9688,21800,713499,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-chennai-11330092769,2022-10-15
Maruti Ciaz,Maruti,Ciaz,Mumbai,2018,Petrol,46970,1,Automatic,Sedan,Mumbai-Pns,False,Mumbai,Maharashtra,9688,66900,843899,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-10313993706,2022-09-23
Ford Ecosport,Ford,Ecosport,Kochi,2017,Petrol,37709,1,Automatic,SUV,Hi-Kochi East,False,Muvattupuzha,Kerala,9688,18500,929799,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-kochi-13055672796,2022-10-13
Hyundai Grand i10,Hyundai,Grand I10,Ahmedabad,2019,Petrol,34947,1,Manual,Hatchback,Hi-West-Amd,False,Ahmedabad,Gujarat,13898,39100,565499,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-ahmedabad-11418692725,2022-08-28
Maruti Dzire,Maruti,Dzire,Bangalore,2017,Petrol,24123,1,Automatic,Sedan,Bengaluru-Pns,False,Bengaluru,Karnataka,13898,10500,826199,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-bangalore-10250998767,2022-10-04
Maruti Alto 800,Maruti,Alto 800,Pune,2016,Petrol,24392,1,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,9688,0,316799,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-pune-10654170716,2022-11-18
Ford Ecosport,Ford,Ecosport,Chennai,2018,Petrol,29400,1,Manual,SUV,Hi-Chennai,False,Chennai,Tamil Nadu,9688,-80000,910399,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-chennai-11324498764,2022-10-09
Maruti Alto K10,Maruti,Alto K10,New Delhi,2014,Petrol,57971,1,Manual,Hatchback,New Delhi-Pns,False,Moradabad,Uttar Pradesh,12542,6600,259599,https://www.cars24.com/buy-used-maruti-alto-k10-2014-cars-new-delhi-10027677775,2022-11-15
MG HECTOR,Mg,Hector,New Delhi,2020,Petrol,32463,2,Automatic,SUV,Hi-Multan Nagar,False,Gurgaon,Haryana,13898,87100,1647099,https://www.cars24.com/buy-used-mg-hector-2020-cars-new-delhi-10171391702,2022-11-11
Maruti S PRESSO,Maruti,S Presso,Kolkata,2020,Petrol,9323,2,Manual,Hatchback,Hi-South Kolkata,False,Barrackpore,West Bengal,9688,49100,455099,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-kolkata-11986198720,2022-08-27
Hyundai Elite i20,Hyundai,Elite I20,Ahmedabad,2018,Petrol,59568,1,Manual,Hatchback,Hi-Vastral Ring Road,False,Ahmedabad,Gujarat,9688,-9500,727799,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-ahmedabad-11447775779,2022-11-20
Hyundai NEW SANTRO,Hyundai,New Santro,Hyderabad,2019,Petrol,74481,1,Manual,Hatchback,Hi-East 2 Hyd,False,Hyderabad,Telangana,13898,32000,470699,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-hyderabad-10429098734,2022-08-14
Jeep Compass,Jeep,Compass,Vadodara,2018,Diesel,89187,2,Manual,Luxury SUV,Op-Road,False,Vadodara,Gujarat,9688,49800,1139699,https://www.cars24.com/buy-used-jeep-compass-2018-cars-vadodara-13692790767,2022-10-12
Hyundai i10,Hyundai,I10,Gurgaon,2015,Petrol,42204,2,Manual,Hatchback,Hi-Gurgaon New,False,Gurgaon,Haryana,13898,0,360899,https://www.cars24.com/buy-used-hyundai-i10-2015-cars-gurgaon-10142673772,2022-11-12
Hyundai NEW SANTRO,Hyundai,New Santro,Jaipur,2019,Petrol,38747,1,Manual,Hatchback,Hi-Old City Jaipur,False,Jhunjhuhnu,Rajasthan,13898,-7700,477599,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-jaipur-10765875716,2022-11-05
Maruti Ciaz,Maruti,Ciaz,Hyderabad,2022,Petrol,4692,1,Manual,Sedan,Hyderabad-Pns,False,Hyderabad,Telangana,9688,57600,1179799,https://www.cars24.com/buy-used-maruti-ciaz-2022-cars-hyderabad-10461374798,2022-10-11
Maruti IGNIS,Maruti,Ignis,Mumbai,2017,Petrol,31129,1,Manual,Hatchback,Hi-Thane West - Manpada,False,Dombivali,Maharashtra,9688,24000,511899,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-mumbai-10348598707,2022-09-24
Maruti Ritz,Maruti,Ritz,Gurgaon,2014,Petrol,63460,2,Manual,Hatchback,Hi-Gurgaon,False,Gurgaon,Haryana,13898,-13300,383999,https://www.cars24.com/buy-used-maruti-ritz-2014-cars-gurgaon-10176099740,2022-10-11
Tata Harrier,Tata,Harrier,Ghaziabad,2021,Diesel,5330,1,,,Hi-Raj Nagar Ghaziabad,False,Ghaziabad,Uttar Pradesh,9688,17800,2025199,https://www.cars24.com/buy-used-tata-harrier-2021-cars-ghaziabad-11279376756,2022-11-16
Maruti Baleno,Maruti,Baleno,Ghaziabad,2020,Petrol,38470,1,Manual,Hatchback,Rdc Ghaziabad,False,Ghaziabad,Uttar Pradesh,9688,6500,675099,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-ghaziabad-11209295763,2022-10-07
Hyundai Grand i10,Hyundai,Grand I10,Surat,2017,Petrol,17644,1,Manual,Hatchback,Hi-Adajan,False,Thane,Maharashtra,13898,-9550,497499,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-surat-13511590756,2022-07-13
Hyundai Xcent,Hyundai,Xcent,Noida,2014,Petrol,90060,1,Manual,Sedan,Hi-Noida Outer,False,Delhi,Delhi,13898,-22300,401099,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-noida-10500897797,2022-11-05
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Kolkata,2014,Petrol,17691,1,Manual,Hatchback,Hi-South Kolkata,False,Kolkata,West Bengal,12542,22200,351099,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-kolkata-11988790734,2022-08-21
Skoda Rapid,Skoda,Rapid,Pune,2020,Petrol,9661,1,Automatic,Sedan,Pune-Pns,False,Pune,Maharashtra,12542,87900,1124099,https://www.cars24.com/buy-used-skoda-rapid-2020-cars-pune-10624891772,2022-06-10
Honda WR-V,Honda,Wr-V,Surat,2019,Petrol,21770,1,Manual,SUV,Hi-Adajan,False,Navsari,Gujarat,9688,-39700,913899,https://www.cars24.com/buy-used-honda-wr-v-2019-cars-surat-13516975771,2022-11-21
Maruti Baleno,Maruti,Baleno,Chennai,2019,Petrol,23036,1,Manual,Hatchback,Hi-Chennai Central,False,Chennai,Tamil Nadu,13898,0,701399,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-chennai-11373291709,2022-09-27
Maruti Celerio,Maruti,Celerio,Pune,2020,Petrol + Cng,50612,1,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,12542,0,645199,https://www.cars24.com/buy-used-maruti-celerio-2020-cars-pune-10698397763,2022-10-03
Toyota Glanza,Toyota,Glanza,Pune,2021,Petrol,14995,1,Automatic,Hatchback,Pune-Pns,False,Pune,Maharashtra,9688,48900,978399,https://www.cars24.com/buy-used-toyota-glanza-2021-cars-pune-10618399700,2022-09-13
Hyundai Grand i10,Hyundai,Grand I10,Pune,2017,Petrol,23286,2,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,9688,37000,516599,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-pune-10605876792,2022-10-14
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2014,Petrol + Cng,53494,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,8900,427299,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-pune-10635573794,2022-10-15
Hyundai Eon,Hyundai,Eon,Chennai,2018,Petrol,31189,2,Manual,Hatchback,Hi-Chennai,False,Nagercoil,Tamil Nadu,9688,-13700,359599,https://www.cars24.com/buy-used-hyundai-eon-2018-cars-chennai-11347876712,2022-11-13
Ford Ecosport,Ford,Ecosport,New Delhi,2017,Petrol,27972,1,,,Hi-South Delhi,False,New Delhi,Delhi,12188,0,839599,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-new-delhi-10043471778,2022-11-14
Ford Ecosport,Ford,Ecosport,Noida,2017,Petrol,50357,1,Manual,SUV,Hi-Noida Outer,False,Goutam  Budd  Nagar,Uttar Pradesh,9688,-6000,681499,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-noida-10527974717,2022-11-21
KIA SELTOS,Kia,Seltos,Noida,2019,Petrol,13085,1,Automatic,SUV,Lucknow-Pns,False,Allahabad,Uttar Pradesh,13898,124500,1505299,https://www.cars24.com/buy-used-kia-seltos-2019-cars-noida-13263695742,2022-09-15
Maruti New  Wagon-R,Maruti,New  Wagon-R,New Delhi,2020,Petrol,2713,1,Manual,Hatchback,Hi-East Delhi,False,Delhi,Delhi,9688,14300,504199,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-new-delhi-10084875775,2022-11-08
Hyundai Elite i20,Hyundai,Elite I20,Chennai,2016,Petrol,44926,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,13898,-6600,666899,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-chennai-11389071778,2022-10-29
Honda Brio,Honda,Brio,Hyderabad,2012,Petrol,66606,1,Manual,Hatchback,Hi-South Hyd,False,Hyderabad,Telangana,13898,-3700,377499,https://www.cars24.com/buy-used-honda-brio-2012-cars-hyderabad-10462778796,2022-10-29
Maruti IGNIS,Maruti,Ignis,Gurgaon,2021,Petrol,5542,1,Manual,Hatchback,Hi-Gurgaon New,False,Gurgaon,Haryana,12188,12000,637999,https://www.cars24.com/buy-used-maruti-ignis-2021-cars-gurgaon-10108377776,2022-11-21
Maruti Alto,Maruti,Alto,New Delhi,2021,Petrol,4948,1,Manual,Hatchback,Hi-Multan Nagar,False,Gurgaon,Haryana,12542,30700,407499,https://www.cars24.com/buy-used-maruti-alto-2021-cars-new-delhi-1016546368,2022-05-07
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2016,Petrol,28270,1,Manual,Hatchback,Hi-North West,False,Delhi,Delhi,9688,6900,471199,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-new-delhi-10085874771,2022-11-12
Honda Amaze,Honda,Amaze,Chennai,2019,Petrol,24072,1,Manual,Sedan,Hi-Chennai,False,Chennai,Tamil Nadu,9688,-10800,763399,https://www.cars24.com/buy-used-honda-amaze-2019-cars-chennai-11314777775,2022-11-04
Maruti S PRESSO,Maruti,S Presso,Hyderabad,2020,Petrol,11036,1,Manual,Hatchback,Hi-South Hyd,False,Hyderabad,Telangana,12542,20800,491499,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-hyderabad-10447975799,2022-10-12
Toyota YARIS,Toyota,Yaris,Mumbai,2018,Petrol,36878,1,Automatic,Sedan,Mumbai-Pns,False,Mumbai,Maharashtra,9688,60000,1090199,https://www.cars24.com/buy-used-toyota-yaris-2018-cars-mumbai-10310295749,2022-09-21
KIA SELTOS,Kia,Seltos,Surat,2021,Diesel,6131,1,Manual,SUV,Hi-Adajan,False,Surat,Gujarat,12188,0,1735399,https://www.cars24.com/buy-used-kia-seltos-2021-cars-surat-13539590768,2022-10-03
Hyundai i10,Hyundai,I10,Chennai,2012,Petrol,83545,2,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,13898,5000,320999,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-chennai-11339977715,2022-11-22
Hyundai Grand i10,Hyundai,Grand I10,Kolkata,2018,Petrol,22492,1,Manual,Hatchback,Hi-South Kolkata,False,Kolkata,West Bengal,13898,50400,524099,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-kolkata-11978999733,2022-08-06
Maruti Baleno,Maruti,Baleno,Chennai,2016,Petrol,74738,2,,,Hi-Chennai,False,Chennai,Tamil Nadu,13898,-13300,579299,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-chennai-11366278772,2022-11-09
Maruti Alto 800,Maruti,Alto 800,Nagpur,2018,Petrol,11006,1,Manual,Hatchback,Nagpur-Pns,False,Nagpur,Maharashtra,12542,0,350599,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-nagpur-12380497704,2022-09-14
Maruti Alto,Maruti,Alto,New Delhi,2022,Petrol,9585,1,Manual,Hatchback,Hi-Multan Nagar,False,Delhi,Delhi,12188,9800,418399,https://www.cars24.com/buy-used-maruti-alto-2022-cars-new-delhi-10090796768,2022-10-15
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Hyderabad,2014,Petrol,56693,2,Manual,Hatchback,Hi-West Hyd,False,Hyderabad,Telangana,12542,17300,379399,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-hyderabad-10474673770,2022-11-05
Honda WR-V,Honda,Wr-V,Hyderabad,2021,Diesel,13151,1,Manual,SUV,Hi-Central Hyd,False,Hyderabad,Telangana,12188,59500,1274199,https://www.cars24.com/buy-used-honda-wr-v-2021-cars-hyderabad-10498995721,2022-11-03
Honda City,Honda,City,Mumbai,2021,Petrol,1444,1,Manual,Sedan,Hi-Thane West - Manpada,False,Thane,Maharashtra,9688,33200,1158899,https://www.cars24.com/buy-used-honda-city-2021-cars-mumbai-10339673771,2022-11-01
Maruti Alto,Maruti,Alto,Ahmedabad,2019,Petrol,63806,1,Manual,Hatchback,Hi-West-Amd,False,Viramgam,Gujarat,9688,7700,369299,https://www.cars24.com/buy-used-maruti-alto-2019-cars-ahmedabad-11455770779,2022-11-14
Maruti Baleno,Maruti,Baleno,Mumbai,2018,Petrol,12267,1,,,Hi-Worli,False,Mumbai,Maharashtra,9688,0,648599,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-mumbai-10354875790,2022-10-23
Maruti S PRESSO,Maruti,S Presso,Ludhiana,2021,Petrol,15467,1,Manual,Hatchback,Ludhiana-Pns,False,Jagraon,Punjab,9688,30350,458749,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-ludhiana-11691591734,2022-08-04
Hyundai NEW SANTRO,Hyundai,New Santro,Pune,2022,Petrol,606,2,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,0,658899,https://www.cars24.com/buy-used-hyundai-new-santro-2022-cars-pune-10615574777,2022-11-06
Tata ALTROZ,Tata,Altroz,Bangalore,2020,Petrol,9286,1,Manual,Hatchback,Hi-South 3 Bengaluru,False,Bengaluru,Karnataka,9688,0,866199,https://www.cars24.com/buy-used-tata-altroz-2020-cars-bangalore-10228570719,2022-11-12
Maruti Baleno,Maruti,Baleno,New Delhi,2018,Petrol,39903,2,Manual,Hatchback,New Delhi-Pns,False,New Delhi,Delhi,13898,34400,536299,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-new-delhi-10061394706,2022-10-11
Maruti Alto,Maruti,Alto,New Delhi,2021,Petrol,8617,1,Manual,Hatchback,Hi-Yamuna Bank Delhi,False,Delhi,Delhi,12542,23100,412299,https://www.cars24.com/buy-used-maruti-alto-2021-cars-new-delhi-10079879795,2022-10-09
Renault Duster,Renault,Duster,Bangalore,2017,Diesel,33220,1,Manual,SUV,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,38000,1022099,https://www.cars24.com/buy-used-renault-duster-2017-cars-bangalore-10272990729,2022-08-23
Maruti Dzire,Maruti,Dzire,Mumbai,2020,Petrol,10225,1,Manual,Sedan,Hi-West Mumbai,False,Thane,Maharashtra,9688,5000,801899,https://www.cars24.com/buy-used-maruti-dzire-2020-cars-mumbai-10343474771,2022-11-12
Tata NEXON,Tata,Nexon,Pune,2018,Petrol,31556,1,Automatic,SUV,Hi-Pune,False,Pune,Maharashtra,9688,-18000,923599,https://www.cars24.com/buy-used-tata-nexon-2018-cars-pune-10603172792,2022-11-22
Maruti Ciaz,Maruti,Ciaz,Chandigarh,2018,Petrol,31659,1,Automatic,Sedan,Chandigarh-Pns,False,Ambala,Haryana,13898,0,934399,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-chandigarh-11642874770,2022-11-12
Hyundai NEW SANTRO,Hyundai,New Santro,Chennai,2018,Petrol,10647,1,Automatic,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,13898,0,570799,https://www.cars24.com/buy-used-hyundai-new-santro-2018-cars-chennai-11329275797,2022-10-13
