name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Maruti Swift,Maruti,Swift,Bangalore,2016,Diesel,47034,1,Manual,Hatchback,Hi-North 2 Bengaluru,False,Electronic City,Karnataka,9688,7300,652899,https://www.cars24.com/buy-used-maruti-swift-2016-cars-bangalore-10211596780,2022-07-11
Ford Figo Aspire,Ford,Figo Aspire,Gurgaon,2018,Petrol + Cng,74213,1,Manual,Sedan,Hi-Sector 52 Gurgaon,False,Gurgaon,Haryana,13898,-18100,559499,https://www.cars24.com/buy-used-ford-figo-aspire-2018-cars-gurgaon-10197694704,2022-10-01
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Mumbai,2018,Petrol + Cng,67906,1,Manual,Hatchback,Hi-Panvel,False,Mumbai,Maharashtra,9688,0,476199,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-mumbai-10376573716,2022-11-24
Maruti Swift,Maruti,Swift,Nashik,2017,Diesel,53768,2,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,13898,84000,545599,https://www.cars24.com/buy-used-maruti-swift-2017-cars-nashik-1066715962,2022-03-04
Maruti Alto 800,Maruti,Alto 800,Surat,2016,Petrol,64397,1,Manual,Hatchback,Surat-Pns,False,Surat,Gujarat,12542,-11200,290799,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-surat-13569274779,2022-11-17
Maruti Swift,Maruti,Swift,Surat,2014,Petrol,70957,1,Manual,Hatchback,Surat-Pns,False,Surat,Gujarat,9688,14800,445999,https://www.cars24.com/buy-used-maruti-swift-2014-cars-surat-13546677796,2022-11-21
Maruti Dzire,Maruti,Dzire,Noida,2019,Petrol,71182,1,Manual,Sedan,Rdc Ghaziabad,False,Ghaziabad,Uttar Pradesh,13898,5000,603099,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-noida-11246995721,2022-10-03
Hyundai Elite i20,Hyundai,Elite I20,Chennai,2014,Petrol,19694,2,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,9688,0,477699,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-chennai-11395075711,2022-11-16
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Ahmedabad,2014,Petrol,81945,2,Manual,Hatchback,Ahmedabad-Pns,False,Vadodara,Gujarat,9688,5000,358699,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-ahmedabad-11473070714,2022-11-24
Maruti Alto 800,Maruti,Alto 800,Nashik,2015,Petrol,31522,1,Manual,Hatchback,Hi-Thane West - Manpada,False,Dombivali,Maharashtra,12542,12900,284299,https://www.cars24.com/buy-used-maruti-alto-800-2015-cars-nashik-10386999732,2022-08-23
Hyundai Elite i20,Hyundai,Elite I20,Ahmedabad,2020,Petrol,14860,1,Manual,Hatchback,Hi-Vastral Ring Road,False,Ahmedabad,Gujarat,9688,0,853099,https://www.cars24.com/buy-used-hyundai-elite-i20-2020-cars-ahmedabad-11414075717,2022-11-24
Tata TIGOR,Tata,Tigor,Lucknow,2022,Petrol + Cng,4725,1,,,Hi-Alambagh,False,Lucknow,Uttar Pradesh,9688,40100,760699,https://www.cars24.com/buy-used-tata-tigor-2022-cars-lucknow-13269397723,2022-08-31
Hyundai Creta,Hyundai,Creta,Bangalore,2016,Petrol,83706,2,Manual,SUV,Hi-South 3 Bengaluru,False,Mysore,Karnataka,9688,33800,802399,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-bangalore-10207174795,2022-10-11
Renault Kwid,Renault,Kwid,Patna,2017,Petrol,65151,1,Manual,Hatchback,Shaguna More,False,Muzaffarpur,Bihar,12542,-15700,284999,https://www.cars24.com/buy-used-renault-kwid-2017-cars-patna-14487279779,2022-11-18
Volkswagen Polo,Volkswagen,Polo,Mumbai,2013,Petrol,39352,2,Manual,Hatchback,Hi-Worli,False,Mumbai,Maharashtra,13898,5000,384699,https://www.cars24.com/buy-used-volkswagen-polo-2013-cars-mumbai-10353298736,2022-10-06
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Nashik,2014,Petrol,64199,1,Manual,Hatchback,Mumbai-Pns,False,Pune,Maharashtra,12542,19300,355699,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-nashik-10350995783,2022-08-07
Maruti Swift,Maruti,Swift,Ahmedabad,2011,Petrol,52822,1,Manual,Hatchback,Hi-Adajan,False,Ahmedabad,Gujarat,9688,5000,324199,https://www.cars24.com/buy-used-maruti-swift-2011-cars-ahmedabad-13548594763,2022-11-08
Hyundai i20,Hyundai,I20,New Delhi,2013,Petrol,37577,2,Manual,Hatchback,Dwarka Sec-17A,False,Delhi West,Delhi,13898,-1100,339299,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-new-delhi-10084870791,2022-10-18
Maruti Vitara Brezza,Maruti,Vitara Brezza,New Delhi,2017,Diesel,51422,2,Manual,SUV,Hi-Multan Nagar,False,Gurgaon,Haryana,13898,7500,634299,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-new-delhi-1011883662,2022-06-10
Maruti Swift,Maruti,Swift,Patna,2014,Diesel,57280,1,Manual,Hatchback,Hi-Central Patna,False,Patna,Bihar,9688,12500,390899,https://www.cars24.com/buy-used-maruti-swift-2014-cars-patna-14460194706,2022-10-13
Renault Kwid,Renault,Kwid,Indore,2016,Petrol,38992,1,Manual,Hatchback,Hi-Bhopal,False,Bhopal,Madhya Pradesh,9688,0,315399,https://www.cars24.com/buy-used-renault-kwid-2016-cars-indore-14617776778,2022-11-12
Maruti XL6,Maruti,Xl6,Noida,2019,Petrol,37577,1,Manual,SUV,Hi-Multan Nagar,False,New Delhi,Delhi,12188,6900,854699,https://www.cars24.com/buy-used-maruti-xl6-2019-cars-noida-10037772791,2022-11-03
Maruti Baleno,Maruti,Baleno,Nagpur,2017,Petrol,62446,2,,,Hi-Panvel,False,Mumbai,Maharashtra,9688,0,556299,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-nagpur-10387173771,2022-11-15
Honda City,Honda,City,Pune,2012,Petrol,47085,1,Manual,Sedan,Pune-Pns,False,Pune,Maharashtra,13898,6400,454699,https://www.cars24.com/buy-used-honda-city-2012-cars-pune-10670671711,2022-11-24
Audi Q3,Audi,Q3,Noida,2016,Diesel,86395,1,Automatic,Luxury SUV,Hi-Noida Outer,False,Noida,Uttar Pradesh,12188,84900,1730199,https://www.cars24.com/buy-used-audi-q3-2016-cars-noida-1053974669,2022-06-11
Maruti Alto K10,Maruti,Alto K10,New Delhi,2015,Petrol,33774,1,Manual,Hatchback,Hi-Uttam Nagar Delhi,False,New Delhi,Delhi,12542,0,264799,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-new-delhi-10095071795,2022-11-24
Maruti Ciaz,Maruti,Ciaz,Faridabad,2017,Diesel,61344,1,Manual,Sedan,Hi-Bata Chowk,False,Faridabad,Haryana,13898,0,614999,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-faridabad-11014875779,2022-11-24
Maruti New  Wagon-R,Maruti,New  Wagon-R,Mumbai,2021,Petrol + Cng,16328,1,Manual,Hatchback,Hi-Thane West - Manpada,False,Kalyan,Maharashtra,9688,0,682999,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-mumbai-10376379717,2022-11-24
Hyundai Verna,Hyundai,Verna,Chennai,2018,Petrol,21693,1,Manual,Sedan,Hi-Chennai,False,Chennai,Tamil Nadu,9688,0,954399,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-chennai-11357578759,2022-11-24
Maruti Alto 800,Maruti,Alto 800,Coimbatore,2016,Petrol,41150,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,12542,5000,301799,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-coimbatore-11300378776,2022-11-02
Tata Harrier,Tata,Harrier,Mumbai,2019,Diesel,45809,1,Manual,SUV,Mumbai-Pns,False,Thane,Maharashtra,19407,124300,1204699,https://www.cars24.com/buy-used-tata-harrier-2019-cars-mumbai-1038625864,2022-06-16
Ford Endeavour,Ford,Endeavour,Gurgaon,2018,Diesel,34685,1,Automatic,Luxury SUV,Hi-South Ex,False,Delhi,Delhi,9688,109600,2813399,https://www.cars24.com/buy-used-ford-endeavour-2018-cars-gurgaon-10039795766,2022-10-09
Maruti Swift,Maruti,Swift,Gurgaon,2019,Petrol + Cng,75889,1,Manual,Hatchback,Hi-Bata Chowk,False,Faridabad,Haryana,9688,13400,499099,https://www.cars24.com/buy-used-maruti-swift-2019-cars-gurgaon-11056197744,2022-10-01
Mahindra XUV500,Mahindra,Xuv500,New Delhi,2019,Diesel,22844,1,Manual,SUV,Hi-Multan Nagar,False,Delhi,Delhi,19407,0,1630099,https://www.cars24.com/buy-used-mahindra-xuv500-2019-cars-new-delhi-10039970719,2022-11-24
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Mumbai,2016,Petrol + Cng,74520,1,Manual,Hatchback,Hi-West Mumbai,False,Vasai,Maharashtra,12542,0,371099,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-mumbai-10064779716,2022-11-24
Hyundai Xcent,Hyundai,Xcent,Nashik,2015,Petrol,68125,1,Manual,Sedan,Hi-Thane West - Manpada,False,Nashik,Maharashtra,13898,-67300,506599,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-nashik-10323490762,2022-11-21
Tata TIGOR,Tata,Tigor,Chennai,2018,Petrol,27528,2,Automatic,Sedan,Hi-Chennai,False,Chennai,Tamil Nadu,9688,-7400,598399,https://www.cars24.com/buy-used-tata-tigor-2018-cars-chennai-11320876718,2022-11-24
Renault Duster,Renault,Duster,New Delhi,2015,Diesel,55669,1,Manual,SUV,Hi-Multan Nagar,False,Delhi,Delhi,13898,5000,421799,https://www.cars24.com/buy-used-renault-duster-2015-cars-new-delhi-11204594710,2022-10-02
Maruti New  Wagon-R,Maruti,New  Wagon-R,Gurgaon,2021,Petrol,25031,1,Manual,Hatchback,Hi-Gurgaon New,False,Gurgaon,Haryana,13898,15400,547599,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-gurgaon-10107871710,2022-11-24
Hyundai Creta,Hyundai,Creta,Noida,2020,Diesel,21176,1,Manual,SUV,Hi-Noida Outer,False,Noida,Uttar Pradesh,13898,50600,1261699,https://www.cars24.com/buy-used-hyundai-creta-2020-cars-noida-10554870711,2022-11-16
Maruti Vitara Brezza,Maruti,Vitara Brezza,Faridabad,2019,Diesel,36997,1,Manual,SUV,Hi-Bata Chowk,False,New Delhi,Delhi,9688,0,824799,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-faridabad-11004878710,2022-11-24
Maruti Dzire,Maruti,Dzire,Mumbai,2018,Diesel,55421,1,Manual,Sedan,Hi-Thane West - Manpada,False,Kalyan,Maharashtra,13898,0,741999,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-10397870751,2022-11-25
Renault Kwid,Renault,Kwid,Jaipur,2018,Petrol,31816,1,Manual,Hatchback,Jaipur-Pns,False,Jaipur,Rajasthan,12542,-17100,304599,https://www.cars24.com/buy-used-renault-kwid-2018-cars-jaipur-10735493767,2022-10-13
Maruti Swift Dzire,Maruti,Swift Dzire,Nagpur,2013,Petrol,33166,1,Manual,Sedan,Hi-West Mumbai,False,Mumbai,Maharashtra,9688,23600,420899,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-nagpur-10364393742,2022-10-14
Volkswagen Jetta,Volkswagen,Jetta,Mumbai,2013,Petrol,76390,2,Manual,Sedan,Hi-West Mumbai,False,Mumbai,Maharashtra,13898,33400,364699,https://www.cars24.com/buy-used-volkswagen-jetta-2013-cars-mumbai-10315274794,2022-11-17
Maruti S PRESSO,Maruti,S Presso,New Delhi,2021,Petrol + Cng,27335,1,Manual,Hatchback,New Delhi-Pns,False,Rohtak,Haryana,12542,0,489499,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-new-delhi-10003877714,2022-11-24
Maruti Vitara Brezza,Maruti,Vitara Brezza,Panipat,2016,Diesel,90492,1,Manual,SUV,Zirakpur - Garg Auto Zone,True,Jagadhri,Haryana,13898,69000,616599,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-panipat-1481579246,2021-04-09
Renault Kwid,Renault,Kwid,Mumbai,2017,Petrol,19419,1,Automatic,Hatchback,Hi-Panvel,False,Navi Mumbai,Maharashtra,12542,-16100,344899,https://www.cars24.com/buy-used-renault-kwid-2017-cars-mumbai-10381698760,2022-11-01
Maruti Swift,Maruti,Swift,New Delhi,2013,Petrol,56954,2,Manual,Hatchback,Vaishali,False,Delhi,Delhi,13898,17200,375199,https://www.cars24.com/buy-used-maruti-swift-2013-cars-new-delhi-11292491762,2022-10-01
Datsun Redi Go,Datsun,Redi Go,Kochi,2016,Petrol,50514,2,Manual,Hatchback,Kochi-Pns,False,Ottapalam,Kerala,12542,34200,198199,https://www.cars24.com/buy-used-datsun-redi-go-2016-cars-kochi-1307375567,2022-03-11
Ford Ecosport,Ford,Ecosport,New Delhi,2017,Petrol,40235,1,Automatic,SUV,New Delhi-Pns,False,Noida,Uttar Pradesh,9688,-4000,790499,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-new-delhi-10088372711,2022-11-24
Maruti Ciaz,Maruti,Ciaz,Gurgaon,2015,Petrol,69839,2,Automatic,Sedan,Hi-Gurgaon New,False,Gurgaon,Haryana,9688,15900,641299,https://www.cars24.com/buy-used-maruti-ciaz-2015-cars-gurgaon-10170871717,2022-11-24
Audi A6,Audi,A6,Gurgaon,2015,Diesel,39079,2,Automatic,Luxury Sedan,Hi-Noida,True,Gurgaon,Haryana,19407,117000,1615999,https://www.cars24.com/buy-used-audi-a6-2015-cars-gurgaon-1053297861,2021-12-24
KIA SELTOS,Kia,Seltos,Bangalore,2019,Petrol,20303,1,Manual,SUV,Hi-North 3 Bengaluru,False,Bengaluru,Karnataka,13898,112900,1108599,https://www.cars24.com/buy-used-kia-seltos-2019-cars-bangalore-10251998737,2022-07-28
Hyundai i10,Hyundai,I10,Bangalore,2011,Petrol,65732,1,Manual,Hatchback,Hi-North 2 Bengaluru,False,Bengaluru,Karnataka,13898,5000,289499,https://www.cars24.com/buy-used-hyundai-i10-2011-cars-bangalore-10242079777,2022-11-07
Hyundai Elite i20,Hyundai,Elite I20,New Delhi,2015,Petrol,43969,1,Manual,Hatchback,Hi-North Delhi,False,New Delhi,Delhi,13898,-38200,505999,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-new-delhi-10007077799,2022-11-05
Maruti Celerio,Maruti,Celerio,New Delhi,2018,Petrol,11190,1,Automatic,Hatchback,Hi-East Delhi,False,Delhi,Delhi,12542,-2100,438299,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-new-delhi-10099373795,2022-10-19
Maruti Swift Dzire,Maruti,Swift Dzire,Kolkata,2013,Petrol,105555,1,Manual,Sedan,Hi-North Kolkata,True,Kolkata,West Bengal,13898,55000,288699,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-kolkata-1195478549,2021-06-18
Maruti Swift,Maruti,Swift,Bangalore,2015,Petrol,32667,1,Manual,Hatchback,Hi-South 3 Bengaluru,False,Bangalore South,Karnataka,9688,0,529499,https://www.cars24.com/buy-used-maruti-swift-2015-cars-bangalore-10250795746,2022-09-17
Hyundai Eon,Hyundai,Eon,Ahmedabad,2014,Petrol,63596,2,Manual,Hatchback,Hi-West-Amd,False,Ahmedabad,Gujarat,9688,5000,234899,https://www.cars24.com/buy-used-hyundai-eon-2014-cars-ahmedabad-11439475772,2022-11-23
Maruti Swift Dzire,Maruti,Swift Dzire,Nashik,2013,Petrol,38304,1,Manual,Sedan,Hi-West Mumbai,False,Mumbai,Maharashtra,9688,-14600,473999,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-nashik-10353977798,2022-10-21
Hyundai NEW I20,Hyundai,New I20,Rajkot,2021,Petrol,18487,1,,,Nanavati Chowk,False,Morbi,Gujarat,9688,0,844599,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-rajkot-15088271713,2022-11-24
Hyundai i10,Hyundai,I10,Kolkata,2013,Petrol,72059,2,Manual,Hatchback,Hi-North Kolkata,False,Kolkata,West Bengal,13898,17800,252799,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-kolkata-11935095758,2022-07-28
Volkswagen Polo,Volkswagen,Polo,Mumbai,2018,Petrol,32221,1,Manual,Hatchback,Hi-West Mumbai,False,Mumbai,Maharashtra,12542,24000,644799,https://www.cars24.com/buy-used-volkswagen-polo-2018-cars-mumbai-10322696768,2022-10-23
Hyundai Creta,Hyundai,Creta,Nashik,2017,Diesel,74671,1,Automatic,SUV,Mumbai-Pns,False,Pune,Maharashtra,19407,107700,1133999,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-nashik-1030364966,2022-04-30
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,Gurgaon,2019,Petrol,40802,1,Manual,Hatchback,Hi-Gurgaon New,False,Gurgaon,Haryana,13898,5000,612599,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2019-cars-gurgaon-10191490761,2022-10-01
Hyundai Creta,Hyundai,Creta,Gurgaon,2018,Diesel,41223,1,Manual,SUV,Hi-Sector 52 Gurgaon,False,Delhi,Delhi,19407,86600,952199,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-gurgaon-1018490564,2022-05-26
Ford Ecosport,Ford,Ecosport,New Delhi,2019,Petrol,27439,2,Manual,SUV,Hi-Rohini Delhi,False,Delhi,Delhi,9688,0,871199,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-new-delhi-10045472715,2022-11-21
Hyundai Verna,Hyundai,Verna,Indore,2018,Diesel,65249,2,Manual,Sedan,Bhopal-Pns,False,Bhopal,Madhya Pradesh,19407,68900,914799,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-indore-1469596366,2022-06-01
Maruti XL6,Maruti,Xl6,New Delhi,2020,Petrol,70925,1,Manual,SUV,Hi-Rohini Delhi,False,Delhi,Delhi,12188,83000,897399,https://www.cars24.com/buy-used-maruti-xl6-2020-cars-new-delhi-10079574796,2022-10-20
Hyundai i10,Hyundai,I10,New Delhi,2012,Petrol,36448,1,Manual,Hatchback,Hi-Nsp Delhi,False,Delhi,Delhi,9688,6150,239449,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-new-delhi-10003379792,2022-11-23
Hyundai Elite i20,Hyundai,Elite I20,Ludhiana,2015,Petrol,55492,2,Manual,Hatchback,Hi-Zirakpur - Garg Auto Zone,False,Ambala,Haryana,9688,5200,485999,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-ludhiana-14803799701,2022-09-24
Honda City,Honda,City,New Delhi,2018,Petrol,49915,1,Automatic,Sedan,New Delhi-Pns,False,Delhi,Delhi,13898,0,945099,https://www.cars24.com/buy-used-honda-city-2018-cars-new-delhi-10078978716,2022-11-24
Maruti Baleno,Maruti,Baleno,Hyderabad,2021,Petrol,63991,1,Manual,Hatchback,Hi-East Hyd,False,Hyderabad,Telangana,13898,12600,688799,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-hyderabad-10401298704,2022-10-09
Maruti Baleno,Maruti,Baleno,Nashik,2018,Petrol,20047,1,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,13898,61150,605149,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-nashik-1064693061,2022-03-13
Hyundai NEW I20,Hyundai,New I20,Gurgaon,2021,Petrol,11404,1,Manual,Hatchback,Hi-Gurgaon New,False,Gurgaon,Haryana,9688,0,952799,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-gurgaon-10158878758,2022-11-25
Honda City,Honda,City,Nashik,2016,Petrol,65008,2,Automatic,Sedan,Mumbai Naka,False,Sangamner    .,Maharashtra,9688,0,681199,https://www.cars24.com/buy-used-honda-city-2016-cars-nashik-12463271715,2022-11-25
Maruti Swift,Maruti,Swift,Kochi,2018,Petrol,28593,1,Manual,Hatchback,Hi-Kochi East,False,Thrissur,Kerala,9688,0,641699,https://www.cars24.com/buy-used-maruti-swift-2018-cars-kochi-13063775791,2022-10-21
Maruti Vitara Brezza,Maruti,Vitara Brezza,Pune,2016,Diesel,48414,1,Manual,SUV,Hi-Pune,False,Mumbai,Maharashtra,9688,5000,801599,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-pune-10659872798,2022-10-31
Hyundai Accent,Hyundai,Accent,Hyderabad,2009,Petrol,83947,2,Manual,Sedan,Hi-East Hyd,False,Hyderabad,Telangana,13898,35000,217099,https://www.cars24.com/buy-used-hyundai-accent-2009-cars-hyderabad-1043874127,2021-03-06
Ford Ecosport,Ford,Ecosport,Pune,2013,Diesel,38553,1,Manual,SUV,Big Bazaar Seawoods,True,Thane,Maharashtra,13898,0,521399,https://www.cars24.com/buy-used-ford-ecosport-2013-cars-pune-1033786926,2021-04-14
Maruti S PRESSO,Maruti,S Presso,Ahmedabad,2019,Petrol,7863,2,Manual,Hatchback,Hi-West-Amd,False,Ahmedabad,Gujarat,12542,0,408699,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-ahmedabad-11478973755,2022-11-24
Hyundai i20,Hyundai,I20,Hyderabad,2014,Diesel,91666,2,Manual,Hatchback,Hi-Central Hyd,False,Hyderabad,Telangana,13898,18700,508999,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-hyderabad-10465496754,2022-08-12
Maruti Swift,Maruti,Swift,New Delhi,2021,Petrol,6805,1,Manual,Hatchback,New Delhi-Pns,False,Delhi,Delhi,9688,0,854799,https://www.cars24.com/buy-used-maruti-swift-2021-cars-new-delhi-10001679711,2022-11-25
Renault Duster,Renault,Duster,Gurgaon,2015,Diesel,65738,1,Manual,SUV,Hi-Multan Nagar,False,New Delhi,Delhi,13898,14000,456599,https://www.cars24.com/buy-used-renault-duster-2015-cars-gurgaon-1007702463,2022-04-30
Maruti Alto,Maruti,Alto,Jaipur,2020,Petrol,28619,1,Manual,Hatchback,Jaipur-Pns,False,Jaipur,Rajasthan,9688,5900,377399,https://www.cars24.com/buy-used-maruti-alto-2020-cars-jaipur-10729797710,2022-06-21
Tata Tiago,Tata,Tiago,Bangalore,2019,Petrol,14792,1,Manual,Hatchback,Bengaluru-Pns,False,Bengaluru,Karnataka,13898,53500,542299,https://www.cars24.com/buy-used-tata-tiago-2019-cars-bangalore-1021904265,2022-08-11
Honda Amaze,Honda,Amaze,Ghaziabad,2019,Petrol,28056,1,Manual,Sedan,Vaishali,False,Ghaziabad,Uttar Pradesh,13898,0,601599,https://www.cars24.com/buy-used-honda-amaze-2019-cars-ghaziabad-11244074778,2022-11-24
Renault Kiger,Renault,Kiger,Faridabad,2022,Petrol,4029,1,Automatic,SUV,Hi-Bata Chowk,False,Faridabad,Haryana,9688,8200,886399,https://www.cars24.com/buy-used-renault-kiger-2022-cars-faridabad-11042375711,2022-11-24
Hyundai Grand i10,Hyundai,Grand I10,Ahmedabad,2016,Petrol + Cng,63688,1,Manual,Hatchback,Hi-West-Amd,False,Ahmedabad,Gujarat,13898,0,503399,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-ahmedabad-11488172716,2022-11-24
Maruti Ertiga,Maruti,Ertiga,Chennai,2017,Petrol,38340,1,Manual,SUV,Hi-Chennai West,False,Chennai,Tamil Nadu,13898,-6600,766799,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-chennai-11315996702,2022-10-13
Jeep Compass,Jeep,Compass,Pune,2017,Diesel,54301,1,Manual,Luxury SUV,Pune-Pns,False,Pune,Maharashtra,19407,84250,1229199,https://www.cars24.com/buy-used-jeep-compass-2017-cars-pune-1069533865,2022-05-15
Maruti Baleno,Maruti,Baleno,New Delhi,2018,Petrol,35388,1,Manual,Hatchback,Hi-North West,False,Delhi,Delhi,9688,44900,539699,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-new-delhi-10033894706,2022-10-09
Skoda Rapid,Skoda,Rapid,Gurgaon,2021,Petrol,35096,1,Manual,Sedan,Hi-Uttam Nagar Delhi,False,Delhi,Delhi,9688,61100,1191499,https://www.cars24.com/buy-used-skoda-rapid-2021-cars-gurgaon-10054477779,2022-11-11
Mahindra Scorpio,Mahindra,Scorpio,Noida,2018,Diesel,42902,1,Manual,SUV,Vikaspuri,True,Pratapgarh,Uttar Pradesh,19407,111800,981899,https://www.cars24.com/buy-used-mahindra-scorpio-2018-cars-noida-1007851769,2021-12-28
Maruti Alto,Maruti,Alto,New Delhi,2020,Petrol,2099,1,Manual,Hatchback,Hi-East Delhi,False,Delhi,Delhi,9688,0,387899,https://www.cars24.com/buy-used-maruti-alto-2020-cars-new-delhi-10022070715,2022-11-24
Hyundai Eon,Hyundai,Eon,North 24 Parganas,2011,Petrol,86805,1,Manual,Hatchback,Hi-Barasat,False,Barasat,West Bengal,9688,0,181699,https://www.cars24.com/buy-used-hyundai-eon-2011-cars-north-24-parganas-28629692768,2022-11-07
Hyundai i20,Hyundai,I20,New Delhi,2014,Petrol,53483,2,Manual,Hatchback,Hi-Rohini Delhi,False,Delhi,Delhi,9688,-2900,338799,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-new-delhi-10069198765,2022-11-05
Hyundai Verna,Hyundai,Verna,Ahmedabad,2019,Petrol,6093,2,Manual,Sedan,Hi-Vastral Ring Road,False,Ahmedabad East,Gujarat,9688,78000,889699,https://www.cars24.com/buy-used-hyundai-verna-2019-cars-ahmedabad-20470896797,2022-06-03
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Rajkot,2017,Petrol,29128,1,Manual,Hatchback,Surat-Pns,False,Valsad,Gujarat,12542,33000,356699,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-rajkot-1350484969,2022-04-05
Hyundai Grand i10,Hyundai,Grand I10,Kolkata,2014,Petrol,88967,2,Manual,Hatchback,Hi-North Kolkata,False,Kolkata,West Bengal,13898,70300,318699,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-kolkata-1199395167,2022-04-19
Tata ALTROZ,Tata,Altroz,Ghaziabad,2021,Diesel,33322,1,,,Hi-Raj Nagar Ghaziabad,False,Ghaziabad,Uttar Pradesh,13898,0,988999,https://www.cars24.com/buy-used-tata-altroz-2021-cars-ghaziabad-11266096704,2022-11-24
Hyundai Elite i20,Hyundai,Elite I20,Bangalore,2014,Petrol,80771,1,Manual,Hatchback,Hi-Hubli - Unkal,False,Belgaum,Karnataka,13898,-17800,534599,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-bangalore-14096991731,2022-09-14
