name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Maruti IGNIS,Maruti,Ignis,Bangalore,2018,Petrol,43398,1,Manual,Hatchback,Hi-North 2 Bengaluru,False,Bengaluru,Karnataka,13898,-24000,619000,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-bangalore-10211477778,2022-10-27
Renault Kwid,Renault,Kwid,Surat,2022,Petrol,7673,1,Manual,Hatchback,Surat-Pns,False,Dang,Gujarat,12188,-300,536000,https://www.cars24.com/buy-used-renault-kwid-2022-cars-surat-13574670776,2022-11-22
Hyundai Elite i20,Hyundai,Elite I20,Nagpur,2014,Petrol,80644,1,Manual,Hatchback,Mumbai-Pns,False,Mumbai East,Maharashtra,13898,-30600,518000,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-nagpur-10350879790,2022-12-04
Honda Jazz,Honda,Jazz,Bangalore,2015,Petrol,36582,2,Manual,Hatchback,Hi-East 2 Bengaluru,False,Bengaluru,Karnataka,13898,-16900,620000,https://www.cars24.com/buy-used-honda-jazz-2015-cars-bangalore-10220695748,2022-09-19
Hyundai i10,Hyundai,I10,Chennai,2012,Petrol,72335,2,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,9688,0,292299,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-chennai-11361475752,2022-12-06
Volkswagen Vento,Volkswagen,Vento,Chandigarh,2020,Petrol,8770,1,Manual,Sedan,Hi-Mohali Store,False,Mohali,Punjab,9688,23000,959000,https://www.cars24.com/buy-used-volkswagen-vento-2020-cars-chandigarh-10944179798,2022-11-05
Maruti New  Wagon-R,Maruti,New  Wagon-R,Ghaziabad,2021,Petrol + Cng,17130,1,Manual,Hatchback,Indirapuram - Shakti Khand,False,Delhi,Delhi,9688,22600,618000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-ghaziabad-11206877710,2022-11-19
Ford Ecosport,Ford,Ecosport,Kolkata,2017,Diesel,69342,1,Manual,SUV,Hi-Kolkata,False,Barasat,West Bengal,9688,39200,638000,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-kolkata-11936399702,2022-09-30
Hyundai Xcent,Hyundai,Xcent,Kolkata,2019,Petrol,11159,2,Manual,Sedan,Hi-Hooghly,False,Burdwan,West Bengal,13898,74550,492000,https://www.cars24.com/buy-used-hyundai-xcent-2019-cars-kolkata-2115206768,2022-05-16
Hyundai Grand i10,Hyundai,Grand I10,Patna,2017,Petrol,41025,1,Manual,Hatchback,Shaguna More,False,Muzaffarpur,Bihar,9688,17200,439000,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-patna-14448191765,2022-10-02
Maruti Baleno,Maruti,Baleno,Chennai,2016,Petrol,77388,1,,,Chennai-Pns,False,Chennai,Tamil Nadu,9688,4800,567200,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-chennai-11359770718,2022-11-13
Maruti IGNIS,Maruti,Ignis,Noida,2018,Petrol,92618,1,Manual,Hatchback,Hi-Noida Outer,False,Delhi,Delhi,9688,-17000,479000,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-noida-10517479770,2022-10-29
Maruti Vitara Brezza,Maruti,Vitara Brezza,Bangalore,2020,Petrol,52398,1,Automatic,SUV,Bengaluru-Pns,False,Hassan,Karnataka,9688,55800,1073000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2020-cars-bangalore-10276278793,2022-10-18
Mahindra XUV500,Mahindra,Xuv500,Rewari,2019,Diesel,91773,1,Manual,SUV,Hi-Rewari,False,Rewari,Haryana,19407,91200,1205000,https://www.cars24.com/buy-used-mahindra-xuv500-2019-cars-rewari-29646179796,2022-11-02
Jeep Compass,Jeep,Compass,Ahmedabad,2018,Diesel,62507,2,Manual,Luxury SUV,Hi-Gandhinagar,False,Gandhinagar,Gujarat,9688,155700,1110000,https://www.cars24.com/buy-used-jeep-compass-2018-cars-ahmedabad-14256596724,2022-08-27
Hyundai Eon,Hyundai,Eon,Hyderabad,2014,Petrol,49272,2,Manual,Hatchback,Hi-East 2 Hyd,False,Hyderabad,Telangana,9688,5000,292000,https://www.cars24.com/buy-used-hyundai-eon-2014-cars-hyderabad-10441176712,2022-11-12
Honda BR-V,Honda,Br-V,Chennai,2019,Diesel,50520,1,Manual,SUV,Chennai-Pns,False,Chennai,Tamil Nadu,13898,7400,1109800,https://www.cars24.com/buy-used-honda-br-v-2019-cars-chennai-11313670798,2022-11-19
Tata Safari,Tata,Safari,Mumbai,2021,Diesel,12120,1,Manual,SUV,Hi-Thane West - Manpada,False,Kalyan,Maharashtra,9688,138100,2118600,https://www.cars24.com/buy-used-tata-safari-2021-cars-mumbai-10372071715,2022-11-18
Maruti Alto K10,Maruti,Alto K10,Hyderabad,2016,Petrol,38874,1,Manual,Hatchback,Hi-East 2 Hyd,False,Hyderabad,Telangana,12542,5300,345000,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-hyderabad-10402697768,2022-10-29
Maruti Alto K10,Maruti,Alto K10,Ghaziabad,2019,Petrol,17811,1,Manual,Hatchback,Hi-Ghaziabad,False,New Delhi,Delhi,12542,27100,378000,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-ghaziabad-11222593708,2022-10-18
Renault Kwid,Renault,Kwid,Gurgaon,2022,Petrol,3303,1,Automatic,Hatchback,New Delhi-Pns,False,Lucknow,Uttar Pradesh,9688,22000,589000,https://www.cars24.com/buy-used-renault-kwid-2022-cars-gurgaon-10047176717,2022-11-07
Honda Amaze,Honda,Amaze,Chennai,2019,Petrol,38175,1,Manual,Sedan,Chennai-Pns,False,Chennai,Tamil Nadu,9688,38900,724500,https://www.cars24.com/buy-used-honda-amaze-2019-cars-chennai-11311098702,2022-09-20
Hyundai i20 Active,Hyundai,I20 Active,Kolkata,2016,Petrol,50214,2,Manual,Hatchback,Hi-Kolkata,False,Kolkata,West Bengal,13898,8300,535000,https://www.cars24.com/buy-used-hyundai-i20-active-2016-cars-kolkata-11916573793,2022-10-22
Tata ALTROZ,Tata,Altroz,Mumbai,2021,Diesel,26322,1,,,Hi-West Mumbai,False,Mumbai,Maharashtra,9688,-8400,1041000,https://www.cars24.com/buy-used-tata-altroz-2021-cars-mumbai-10355776772,2022-11-22
Hyundai Grand i10,Hyundai,Grand I10,Lucknow,2018,Petrol,17153,1,Manual,Hatchback,Hi-Vibhuti Khand,False,Lucknow,Uttar Pradesh,9688,73400,507199,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-lucknow-13295590716,2022-06-21
Maruti Celerio,Maruti,Celerio,Bangalore,2016,Petrol,53135,1,Automatic,Hatchback,Hi-South 3 Bengaluru,False,Bengaluru,Karnataka,12542,-21000,472000,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-bangalore-10218674772,2022-11-03
Maruti New  Wagon-R,Maruti,New  Wagon-R,New Delhi,2020,Petrol,10657,2,Manual,Hatchback,Hi-Yamuna Bank Delhi,False,New Delhi,Delhi,13898,37300,524000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-new-delhi-10067692701,2022-09-09
Maruti Alto 800,Maruti,Alto 800,Hyderabad,2013,Petrol,50657,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,12542,5000,272000,https://www.cars24.com/buy-used-maruti-alto-800-2013-cars-hyderabad-10400273791,2022-10-29
Honda WR-V,Honda,Wr-V,Hyderabad,2021,Diesel,13151,1,Manual,SUV,Hi-Central Hyd,False,Hyderabad,Telangana,12188,111700,1222000,https://www.cars24.com/buy-used-honda-wr-v-2021-cars-hyderabad-10498995721,2022-11-03
Maruti New  Wagon-R,Maruti,New  Wagon-R,Gurgaon,2022,Petrol,8701,1,Manual,Hatchback,Hi-South West Delhi,False,Delhi,Delhi,12188,5700,581800,https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-gurgaon-10065896787,2022-07-16
Hyundai Grand i10,Hyundai,Grand I10,Jaipur,2014,Petrol,47067,2,Manual,Hatchback,Hi-Old City Jaipur,False,Jaipur,Rajasthan,9688,26000,421000,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-jaipur-10732091764,2022-10-07
KIA SONET,Kia,Sonet,Pune,2020,Diesel,51657,1,,,Hi-Pune,False,Pune,Maharashtra,12188,59100,1231000,https://www.cars24.com/buy-used-kia-sonet-2020-cars-pune-10635099705,2022-09-19
Tata ALTROZ,Tata,Altroz,New Delhi,2020,Petrol,21058,2,Manual,Hatchback,New Delhi-Pns,False,Sonipat,Haryana,9688,59700,747000,https://www.cars24.com/buy-used-tata-altroz-2020-cars-new-delhi-10070595764,2022-10-13
Tata NEXON,Tata,Nexon,Howrah,2020,Diesel,73072,1,Automatic,SUV,Hi-Howrah,False,Serampore,West Bengal,9688,57400,1145000,https://www.cars24.com/buy-used-tata-nexon-2020-cars-howrah-12645479775,2022-11-13
Hyundai Elite i20,Hyundai,Elite I20,Chennai,2019,Petrol,38670,2,Manual,Hatchback,Hi-Chennai South,False,Chennai,Tamil Nadu,9688,102500,678000,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-chennai-11320693709,2022-09-23
Maruti Alto,Maruti,Alto,Hooghly,2021,Petrol,2275,1,Manual,Hatchback,Hi-Hooghly,False,Barrackpore,West Bengal,9688,35900,394000,https://www.cars24.com/buy-used-maruti-alto-2021-cars-hooghly-28607371711,2022-11-10
Tata Tiago,Tata,Tiago,Bangalore,2020,Petrol,9686,2,Manual,Hatchback,Hi-North 2 Bengaluru,False,Bengaluru,Karnataka,9688,23200,672000,https://www.cars24.com/buy-used-tata-tiago-2020-cars-bangalore-10205176799,2022-10-14
Mahindra XUV 3OO,Mahindra,Xuv 3Oo,Mumbai,2021,Diesel,39370,1,Automatic,SUV,Mumbai-Pns,False,Thane,Maharashtra,9688,-300,1574000,https://www.cars24.com/buy-used-mahindra-xuv-3oo-2021-cars-mumbai-10340273714,2022-12-07
Maruti Swift,Maruti,Swift,New Delhi,2013,Petrol,47590,2,Manual,Hatchback,Hi-North West,False,New Delhi,Delhi,9688,-4100,347000,https://www.cars24.com/buy-used-maruti-swift-2013-cars-new-delhi-10032872793,2022-11-21
Mahindra Thar,Mahindra,Thar,Chandigarh,2021,Petrol,13859,1,,,Hi-Sector 40 D,False,Chandigarh,Chandigarh,9688,87800,1553000,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-chandigarh-11649591706,2022-09-30
Hyundai AURA,Hyundai,Aura,Bangalore,2020,Petrol,23540,1,,,Bengaluru-Pns,False,Bengaluru,Karnataka,19407,15800,795000,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-bangalore-10269677719,2022-11-12
Hyundai i10,Hyundai,I10,Bangalore,2011,Petrol,29450,2,Manual,Hatchback,Hi-East 2 Bengaluru,False,Bengaluru,Karnataka,13898,7400,321000,https://www.cars24.com/buy-used-hyundai-i10-2011-cars-bangalore-10229693701,2022-09-17
Maruti Dzire,Maruti,Dzire,Mumbai,2019,Petrol,11522,1,Manual,Sedan,Hi-Andheri East,False,Mumbai,Maharashtra,9688,-11000,698000,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-mumbai-10341471714,2022-11-27
Skoda Rapid,Skoda,Rapid,Bangalore,2020,Petrol,40448,1,Manual,Sedan,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,45800,1189000,https://www.cars24.com/buy-used-skoda-rapid-2020-cars-bangalore-10200273797,2022-10-28
Honda WR-V,Honda,Wr-V,Mumbai,2017,Diesel,60604,2,Manual,SUV,Hi-Worli,False,Mumbai,Maharashtra,9688,20100,711000,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-mumbai-10329698706,2022-10-31
Maruti Ciaz,Maruti,Ciaz,New Delhi,2017,Petrol,33721,1,Manual,Sedan,Hi-Uttam Nagar Delhi,False,New Delhi,Delhi,9688,-29200,719000,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-new-delhi-10050177790,2022-11-25
Maruti Celerio,Maruti,Celerio,Mumbai,2019,Petrol + Cng,38428,2,Manual,Hatchback,Hi-Panvel,False,Navi Mumbai,Maharashtra,9688,-15100,543000,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-mumbai-10374178712,2022-12-02
Maruti S Cross,Maruti,S Cross,Lucknow,2020,Petrol,39239,1,Manual,SUV,Lucknow-Pns,False,Lucknow,Uttar Pradesh,12188,17400,1150000,https://www.cars24.com/buy-used-maruti-s-cross-2020-cars-lucknow-13205770794,2022-10-23
Maruti Celerio,Maruti,Celerio,Mumbai,2016,Petrol + Cng,57454,1,Manual,Hatchback,Hi-Andheri East,False,Mumbai,Maharashtra,9688,-23200,438000,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-mumbai-12483170794,2022-11-02
Renault Duster,Renault,Duster,Hyderabad,2019,Diesel,43889,1,Manual,SUV,Hi-West 2 Hyd,False,Hyderabad,Telangana,12188,82600,1126000,https://www.cars24.com/buy-used-renault-duster-2019-cars-hyderabad-10463595743,2022-10-11
Toyota YARIS,Toyota,Yaris,Pune,2019,Petrol,18510,1,Automatic,Sedan,Hi-Pune,False,Pune,Maharashtra,13898,125800,869800,https://www.cars24.com/buy-used-toyota-yaris-2019-cars-pune-10682371773,2022-11-03
Maruti Celerio,Maruti,Celerio,Mohali,2017,Petrol,38454,2,Manual,Hatchback,Hi-Mohali Store,False,Chandigarh,Chandigarh,12542,-24500,399000,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-mohali-10947670799,2022-11-14
Hyundai Creta,Hyundai,Creta,Chennai,2018,Diesel,59079,1,Manual,SUV,Chennai-Pns,False,Chennai,Tamil Nadu,19407,76000,1133000,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-chennai-11319273793,2022-10-14
Tata Tiago,Tata,Tiago,Chennai,2022,Petrol,2836,1,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,9688,5000,765000,https://www.cars24.com/buy-used-tata-tiago-2022-cars-chennai-11372477710,2022-11-18
Maruti Ciaz,Maruti,Ciaz,Mumbai,2018,Petrol,81038,2,Manual,Sedan,Hi-Worli,False,Mumbai,Maharashtra,13898,61400,780000,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-10312191767,2022-10-13
Maruti Alto 800,Maruti,Alto 800,Bangalore,2014,Petrol,56968,1,Manual,Hatchback,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,-16100,306000,https://www.cars24.com/buy-used-maruti-alto-800-2014-cars-bangalore-10226997724,2022-09-30
Maruti Eeco,Maruti,Eeco,Nagpur,2021,Petrol + Cng,8486,1,Manual,SUV,Hi-Nagpur,False,Nagpur,Maharashtra,9688,11200,598800,https://www.cars24.com/buy-used-maruti-eeco-2021-cars-nagpur-12366192738,2022-08-30
Maruti S Cross,Maruti,S Cross,Ahmedabad,2021,Petrol,30384,1,,,Ahmedabad-Pns,False,Vadodara,Gujarat,12188,5000,995000,https://www.cars24.com/buy-used-maruti-s-cross-2021-cars-ahmedabad-13615177796,2022-10-22
Hyundai Creta,Hyundai,Creta,Mumbai,2017,Diesel,86508,1,Automatic,SUV,Mumbai-Pns,False,Raigarh,Maharashtra,19407,96900,1099000,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-mumbai-1037514965,2022-05-09
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2017,Petrol,18042,1,Manual,Hatchback,Hi-North West,False,Delhi,Delhi,9688,28400,471000,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-new-delhi-10051896704,2022-09-30
Maruti IGNIS,Maruti,Ignis,Indore,2019,Petrol,7341,1,Automatic,Hatchback,Bhopal-Pns,False,Bhopal,Madhya Pradesh,13898,31300,588000,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-indore-14665896780,2022-07-16
Hyundai NEW SANTRO,Hyundai,New Santro,Chennai,2021,Petrol,8867,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,13898,41100,524000,https://www.cars24.com/buy-used-hyundai-new-santro-2021-cars-chennai-11342596743,2022-09-11
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2016,Petrol,28270,1,Manual,Hatchback,Hi-North West,False,Delhi,Delhi,9688,10100,468000,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-new-delhi-10085874771,2022-11-12
Maruti New  Wagon-R,Maruti,New  Wagon-R,Pune,2020,Petrol,77051,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,16300,569000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-pune-10640377791,2022-11-03
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2013,Petrol,34623,1,Manual,Hatchback,Hi-West 2 Hyd,False,Hyderabad,Telangana,13898,6700,424000,https://www.cars24.com/buy-used-hyundai-grand-i10-2013-cars-hyderabad-10465172799,2022-10-16
Hyundai Grand i10,Hyundai,Grand I10,Bangalore,2017,Petrol,26090,1,Manual,Hatchback,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,5000,550000,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-bangalore-10292372795,2022-11-07
Maruti Alto 800,Maruti,Alto 800,Bangalore,2015,Petrol,36337,1,Manual,Hatchback,Hi-South 4 Bengaluru,False,Electronic City,Karnataka,9688,-24100,324000,https://www.cars24.com/buy-used-maruti-alto-800-2015-cars-bangalore-10262473792,2022-10-13
Maruti Baleno,Maruti,Baleno,New Delhi,2020,Petrol,20346,1,Manual,Hatchback,New Delhi-Pns,False,Delhi,Delhi,13898,41600,684000,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-new-delhi-10016399760,2022-10-06
Renault Kiger,Renault,Kiger,Chennai,2021,Petrol,17016,1,Automatic,SUV,Hi-Chennai,False,Chennai,Tamil Nadu,9688,33400,909000,https://www.cars24.com/buy-used-renault-kiger-2021-cars-chennai-11357678756,2022-12-03
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2017,Petrol,30121,1,Manual,Hatchback,New Delhi-Pns,False,New Delhi,Delhi,13898,-44100,534000,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-new-delhi-10081470712,2022-11-18
Hyundai Eon,Hyundai,Eon,Nagpur,2018,Petrol,32936,1,Manual,Hatchback,Khamla Chowk,False,Bhandara,Maharashtra,9688,-9000,384000,https://www.cars24.com/buy-used-hyundai-eon-2018-cars-nagpur-12399294763,2022-09-24
Jeep Compass,Jeep,Compass,Chennai,2019,Diesel,34280,1,Manual,Luxury SUV,Hi-Premium Chennai,False,Chennai,Tamil Nadu,12188,42400,2006000,https://www.cars24.com/buy-used-jeep-compass-2019-cars-chennai-1138108263,2022-03-07
Jeep Compass,Jeep,Compass,Ahmedabad,2019,Petrol,33867,1,Manual,Luxury SUV,Hi-West-Amd,False,Gandhinagar,Gujarat,9688,155200,1224000,https://www.cars24.com/buy-used-jeep-compass-2019-cars-ahmedabad-11485299726,2022-10-01
Tata ALTROZ,Tata,Altroz,Mumbai,2020,Petrol,9234,1,Manual,Hatchback,Hi-Thane West - Manpada,False,Thane,Maharashtra,9688,29900,829000,https://www.cars24.com/buy-used-tata-altroz-2020-cars-mumbai-10373171710,2022-11-17
Hyundai i10,Hyundai,I10,Hyderabad,2013,Petrol,96086,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,13898,-16400,370000,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-hyderabad-10459192722,2022-08-27
Maruti Baleno,Maruti,Baleno,Chennai,2016,Petrol,24836,2,Manual,Hatchback,Hi-Chennai North,False,Chennai,Tamil Nadu,9688,76900,567000,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-chennai-11379595701,2022-09-13
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Kolkata,2018,Petrol,66794,1,Manual,Hatchback,Hi-Kolkata,False,Kolkata,West Bengal,9688,23100,407000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-kolkata-11943892763,2022-10-09
Maruti Swift,Maruti,Swift,New Delhi,2021,Petrol,5109,2,Automatic,Hatchback,Hi-Multan Nagar,False,Noida,Uttar Pradesh,13898,35600,702000,https://www.cars24.com/buy-used-maruti-swift-2021-cars-new-delhi-10542597762,2022-10-01
Maruti New  Wagon-R,Maruti,New  Wagon-R,Noida,2021,Petrol,15799,1,Manual,Hatchback,Noida Express Way,False,Noida,Uttar Pradesh,9688,23900,542000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-noida-10580677776,2022-11-10
Honda City,Honda,City,Pune,2017,Petrol,29160,2,Manual,Sedan,Pune-Pns,False,Pune,Maharashtra,13898,48900,773499,https://www.cars24.com/buy-used-honda-city-2017-cars-pune-10629079770,2022-10-23
KIA SELTOS,Kia,Seltos,Bangalore,2019,Petrol,41979,1,Automatic,SUV,Hi-East 1 Bengaluru,False,Bengaluru,Karnataka,9688,211400,1511000,https://www.cars24.com/buy-used-kia-seltos-2019-cars-bangalore-10297374799,2022-10-12
Maruti S PRESSO,Maruti,S Presso,Gurgaon,2019,Petrol,34739,1,Manual,Hatchback,Noida Sector-49,False,Noida,Uttar Pradesh,9688,-18600,428000,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-gurgaon-10567571711,2022-11-15
Maruti S PRESSO,Maruti,S Presso,Mumbai,2020,Petrol + Cng,16653,1,Manual,Hatchback,Mumbai-Pns,False,Mumbai,Maharashtra,9688,28900,477000,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-mumbai-1037412165,2022-04-08
Maruti Dzire,Maruti,Dzire,Mumbai,2018,Petrol,38591,1,Automatic,Sedan,Mumbai-Pns,False,Navi Mumbai,Maharashtra,9688,24900,703000,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-10300679771,2022-11-08
Maruti New  Wagon-R,Maruti,New  Wagon-R,New Delhi,2021,Petrol + Cng,27228,1,Manual,Hatchback,New Delhi-Pns,False,New Delhi,Delhi,9688,8000,691000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-new-delhi-10059173759,2022-11-24
Toyota YARIS,Toyota,Yaris,Pune,2019,Petrol,49140,1,Manual,Sedan,Hi-Pune,False,Mumbai,Maharashtra,13898,80400,727000,https://www.cars24.com/buy-used-toyota-yaris-2019-cars-pune-10657299712,2022-06-29
Hyundai NEW I20,Hyundai,New I20,Panchkula,2021,Petrol,13155,1,,,Hi-Sector 5 Panchkula,False,Bathinda,Punjab,9688,52700,960000,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-panchkula-23339090722,2022-09-03
Hyundai Elite i20,Hyundai,Elite I20,Chandigarh,2018,Petrol,31266,2,Manual,Hatchback,Chandigarh-Pns,False,Ambala,Haryana,13898,-500,614000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-chandigarh-11624278799,2022-10-15
Hyundai Elite i20,Hyundai,Elite I20,Lucknow,2019,Petrol,49340,1,Manual,Hatchback,Lucknow-Pns,False,Lucknow,Uttar Pradesh,13898,-3400,706000,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-lucknow-13221699762,2022-10-19
Toyota YARIS,Toyota,Yaris,Pune,2019,Petrol,14839,1,Automatic,Sedan,Pune-Pns,False,Pune,Maharashtra,13898,-6400,858000,https://www.cars24.com/buy-used-toyota-yaris-2019-cars-pune-10618378710,2022-11-18
Maruti Alto 800,Maruti,Alto 800,Kolkata,2018,Petrol,3519,1,Manual,Hatchback,Hi-Kolkata,False,Kolkata,West Bengal,9688,5000,332000,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-kolkata-11946477796,2022-10-29
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2018,Petrol + Cng,86955,1,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,9688,19800,457000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-pune-10678272798,2022-10-17
Maruti Swift,Maruti,Swift,Faridabad,2015,Petrol,41311,2,Manual,Hatchback,New Delhi-Pns,False,Faridabad,Haryana,9688,-2700,437000,https://www.cars24.com/buy-used-maruti-swift-2015-cars-faridabad-10099875798,2022-10-22
Maruti Baleno,Maruti,Baleno,Bangalore,2020,Petrol,14051,2,,,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,-51100,807000,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-bangalore-10241873772,2022-10-29
Hyundai Grand i10,Hyundai,Grand I10,Chandigarh,2017,Petrol,42787,2,Manual,Hatchback,Chandigarh-Pns,False,Hisar,Haryana,13898,10400,445000,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-chandigarh-11687990780,2022-07-15
Hyundai Grand i10,Hyundai,Grand I10,Indore,2018,Petrol,69765,2,Manual,Hatchback,Hi-Bhopal,False,Bhopal,Madhya Pradesh,13898,-9200,529000,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-indore-14620570779,2022-11-05
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Bangalore,2015,Petrol,33400,1,Manual,Hatchback,Hi-North 1 Bengaluru,False,Bangalore K R Puram,Karnataka,9688,14400,436000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-bangalore-10247874795,2022-10-19
Hyundai i20 Active,Hyundai,I20 Active,Bangalore,2017,Petrol,55332,1,Manual,Hatchback,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,33100,702000,https://www.cars24.com/buy-used-hyundai-i20-active-2017-cars-bangalore-10264872796,2022-10-19
Hyundai Elite i20,Hyundai,Elite I20,New Delhi,2016,Petrol,33679,1,Manual,Hatchback,Hi-Multan Nagar,False,Delhi,Delhi,9688,5000,554000,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-new-delhi-10095578790,2022-12-07
Toyota Corolla Altis,Toyota,Corolla Altis,New Delhi,2010,Petrol,45566,1,Manual,Luxury Sedan,Hi-Multan Nagar,False,Delhi,Delhi,12188,5000,315000,https://www.cars24.com/buy-used-toyota-corolla-altis-2010-cars-new-delhi-10077595706,2022-12-06
Hyundai Grand i10,Hyundai,Grand I10,Pune,2016,Petrol,53732,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,13898,28700,485000,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-pune-10398573798,2022-10-20
Maruti Alto,Maruti,Alto,New Delhi,2020,Petrol,4690,1,Manual,Hatchback,Hi-Multan Nagar,False,Delhi,Delhi,12542,26000,371000,https://www.cars24.com/buy-used-maruti-alto-2020-cars-new-delhi-10086690700,2022-09-18
Maruti Baleno,Maruti,Baleno,Kolkata,2018,Petrol,22772,1,Manual,Hatchback,Hi-South Kolkata,False,Kolkata,West Bengal,9688,86000,638000,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-kolkata-11930790730,2022-08-19
KIA SELTOS,Kia,Seltos,Ahmedabad,2019,Petrol,19836,1,Manual,SUV,Adajan,False,Valsad,Gujarat,13898,73150,1022000,https://www.cars24.com/buy-used-kia-seltos-2019-cars-ahmedabad-1351283068,2022-03-06
Mahindra Thar,Mahindra,Thar,Ahmedabad,2021,Petrol,5857,1,Automatic,SUV,Ahmedabad-Pns,False,Anand,Gujarat,12188,-800,1600000,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-ahmedabad-11477397758,2022-07-15
Maruti Swift,Maruti,Swift,New Delhi,2014,Petrol,35128,1,Manual,Hatchback,Hi-North West,False,Delhi,Delhi,13898,5000,441000,https://www.cars24.com/buy-used-maruti-swift-2014-cars-new-delhi-10038371799,2022-10-21
